"","Phenotype","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Variable","Anot"
"X11441","obese",2437.1592631635,-0.194391885568635,0.220973478094365,-0.87970686457504,0.379018129685783,0.484165094695387,"Massbank:CE000694 1-O-hexadecyl-2-C-methyl-3-phosphatidylcholine","Massbank:CE000694 1-O-hexadecyl-2-C-methyl-3-phosphatidylcholine"
"X11451","obese",443.730630978496,-1.72058988794475,0.799124612622347,-2.15309334835601,0.0313113429175786,0.0603861613410445,"Massbank:EA262112 Methylprednisolone|(6alpha,11beta)-11,17,21-trihydroxy-6-methylpregna-1,4-diene-3,20-dione|(6S,8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxy-1-oxoethyl)-6,10,13-trimethyl-7,8,9,11,12,14,15,","Massbank:EA262112 Methylprednisolone|(6alpha,11beta)-11,17,21-trihydroxy-6-methylpregna-1,4-diene-3,20-dione|(6S,8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxy-1-oxoethyl)-6,10,13-trimethyl-7,8,9,11,12,14,15,"
"X11461","obese",601.89702404301,-2.92359688214565,0.444070973455036,-6.58362526917485,4.59113413623647e-11,2.98047396385187e-10,"Massbank:CE000694 1-O-hexadecyl-2-C-methyl-3-phosphatidylcholine","Massbank:CE000694 1-O-hexadecyl-2-C-methyl-3-phosphatidylcholine"
"X11471","obese",804.334294602193,-1.10817958273304,0.208684305194147,-5.31031589415435,1.09435384293039e-07,5.53230793787789e-07,"Spectral Match to 1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14","1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine"
"X11481","obese",2095.92115868366,0.158746269162101,0.129606252320328,1.22483496220346,0.220637409108475,0.32043672618688,"Spectral Match to 1-Pentadecanoyl-sn-glycero-3-phosphocholine from NIST14","1-Pentadecanoyl-sn-glycero-3-phosphocholine"
"X11491","obese",672.516443660117,-2.9728833381289,0.30015846062559,-9.90437961313107,3.98435150183364e-23,4.64059763154742e-22,"Spectral Match to Orientin from NIST14","Orientin"
"X11501","obese",68940.3868239452,-0.620383256254813,0.288732559182795,-2.1486432219861,0.0316626926872036,0.060915833795026,"Urobilinogen","Urobilinogen"
"X11511","obese",1013.97827566986,2.41931277036557,0.386985358155698,6.2516907148518,4.06032875495719e-10,2.44856373649195e-09,"Spectral Match to O-Arachidonoylglycidol from NIST14","O-Arachidonoylglycidol"
"X11521","obese",1222.60272498479,0.129867151825691,0.144212281850513,0.900527681548705,0.367839500824255,0.473497292225123,"Spectral Match to Lyso-PC(16:0) from NIST14","Lyso-PC(16:0)"
"X11531","obese",72.7533938956662,0.951466873777384,0.436391060578546,2.18030789291599,0.0292346463950147,0.0569356719955368,"Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphocholine from NIST14","1-(9Z-Octadecenoyl)-sn-glycero-3-phosphocholine"
"X11541","obese",95.2990339239518,1.49052141076652,0.392136140056307,3.80103045476119,0.000144095588221141,0.000494755950308425,"Spectral Match to 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14","1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine"
"X11551","obese",164.440354789121,-3.87930592445954,0.534459943868031,-7.25836607395487,3.91794035991429e-13,2.85552953839152e-12,"Spectral Match to 12-Ketodeoxycholic acid from NIST14","12-Ketodeoxycholic acid"
"X11561","obese",446.605256399337,-0.147110693865016,0.174635792413921,-0.842385697866189,0.399572095927657,0.504454463296554,"Spectral Match to 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14","1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine"
"X11571","obese",158.112574336506,-1.07194035478901,0.264748124777226,-4.04890631686628,5.1457536158846e-05,0.000188097086020643,"Spectral Match to Palmitoylcarnitine from NIST14","Palmitoylcarnitine"
"X11581","obese",387.469809710323,0.7147091646,0.305951157133691,2.33602373429722,0.0194900045785444,0.0398521952483833,"NCGC00380944-01_C30H46O3_(3beta,5xi,9xi,13alpha,17alpha,18xi)-3-Hydroxy-13,28-epoxyurs-11-en-28-one","NCGC00380944-01_C30H46O3_(3beta,5xi,9xi,13alpha,17alpha,18xi)-3-Hydroxy-13,28-epoxyurs-11-en-28-one"
"X11591","obese",44.561161291306,-0.654474614756253,0.458007600898672,-1.42896016020714,0.153015684502262,0.234861283189519,"AM 404","AM 404"
"X11601","obese",257.518924165627,-0.139749042259941,0.472309461506953,-0.295884486019096,0.767318299245067,0.831728229473667,"NCGC00380283-01!4-[5-[[4-[5-[acetyl(hydroxy)amino]pentylamino]-4-oxobutanoyl]-hydroxyamino]pentylamino]-4-oxobutanoic acid","NCGC00380283-01!4-[5-[[4-[5-[acetyl(hydroxy)amino]pentylamino]-4-oxobutanoyl]-hydroxyamino]pentylamino]-4-oxobutanoic acid"
"X11611","obese",942.929711244723,-3.31772643040417,0.295251480203539,-11.2369510497187,2.68495978517201e-29,4.14250938283681e-28,"NCGC00380217-01_C20H28O4_4a(2H)-Phenanthrenecarboxylic acid, 7-ethenyl-1,3,4,4b,5,6,7,9,10,10a-decahydro-4b-hydroxy-1,1,7-trimethyl-9-oxo-","NCGC00380217-01_C20H28O4_4a(2H)-Phenanthrenecarboxylic acid, 7-ethenyl-1,3,4,4b,5,6,7,9,10,10a-decahydro-4b-hydroxy-1,1,7-trimethyl-9-oxo-"
"X11621","obese",414.214039963331,-2.84443570116056,0.377210941933946,-7.54070305218945,4.67444436134831e-14,3.62956856292928e-13,"NCGC00380341-01!methyl 3-(3,4-dihydroxyphenyl)-2-[(2,2-dimethylchromen-6-yl)methyl]-4-methoxy-5-oxofuran-2-carboxylate","NCGC00380341-01!methyl 3-(3,4-dihydroxyphenyl)-2-[(2,2-dimethylchromen-6-yl)methyl]-4-methoxy-5-oxofuran-2-carboxylate"
"X11631","obese",2519.82596964472,-0.364309902100141,0.229478234353166,-1.58755754386479,0.112386425069011,0.178496086874311,"Spectral Match to 1-(1Z-Octadecenyl)-sn-glycero-3-phosphocholine from NIST14","1-(1Z-Octadecenyl)-sn-glycero-3-phosphocholine"
"X11641","obese",646.000286283279,-0.388417784638856,0.326299631861333,-1.19037150738779,0.233900406687204,0.334787570053493,"LysoPhosphatidylcholine_16_0","LysoPhosphatidylcholine_16_0"
"X11651","obese",335.499367446766,-6.88620119891008,0.538789509525451,-12.7808746777108,2.09697875262088e-37,4.29519096226483e-36,"Spectral Match to Oleanolic acid from NIST14","Oleanolic acid"
"X11661","obese",248.125583053878,-0.993260522295252,0.279325996379943,-3.55591865837007,0.000376660611699944,0.00121595871385743,"Spectral Match to Trp-Phe from NIST14","Trp-Phe"
"X11671","obese",283.509820509354,-0.504892197990253,0.451436305187466,-1.1184129237913,0.263390677187377,0.365546874414257,"Taurocholic Acid Sulfate","Taurocholic Acid Sulfate"
"X11681","obese",307.533756221289,0.406315544635536,0.249585293277659,1.62796268682193,0.10353279787308,0.166212113342188,"Spectral Match to Monolinolenin (9c,12c,15c) from NIST14","Monolinolenin (9c,12c,15c)"
"X11691","obese",432.378320450831,0.13417479178526,0.21497893555942,0.624129947597466,0.532542247791033,0.632028162213534,"Spectral Match to 1-(1Z-Hexadecenyl)-sn-glycero-3-phosphocholine from NIST14","1-(1Z-Hexadecenyl)-sn-glycero-3-phosphocholine"
"X11701","obese",1084.56514970833,-2.17794451344811,0.196405579291793,-11.0890155020108,1.41840156054533e-28,2.10632631740981e-27,"NCGC00385682-01_C30H48O4_(2alpha,3beta,5xi,9xi,18xi)-2,3-Dihydroxyolean-12-en-28-oic acid","NCGC00385682-01_C30H48O4_(2alpha,3beta,5xi,9xi,18xi)-2,3-Dihydroxyolean-12-en-28-oic acid"
"X11711","obese",312.157479595278,-1.39202127950084,0.318466646786002,-4.37101119865851,1.23672448999742e-05,4.99737651060183e-05,"Spectral Match to 1-Pentadecanoyl-sn-glycero-3-phosphocholine from NIST14","1-Pentadecanoyl-sn-glycero-3-phosphocholine"
"X11721","obese",913.048017089454,-1.02026581215979,0.313489076298664,-3.25454980507128,0.00113572244012862,0.00326598755252149,"Spectral Match to Uvaol from NIST14","Uvaol"
"X11731","obese",143.313114562508,1.77385496028086,0.622713742084473,2.84858810782472,0.00439136921307796,0.0107565909796631,"Spectral Match to D-erythro-C18-Sphingosine from NIST14","D-erythro-C18-Sphingosine"
"X11741","obese",718.062850080019,0.126145254233798,0.176891511856108,0.713122144246307,0.475770177771491,0.579357745584833,"Hydrocortisone","Hydrocortisone"
"X11751","obese",1605.78451270124,0.623462162216621,0.239681940780495,2.6012062493586,0.00928965849153361,0.0207056553244689,"Spectral Match to 1-Pentadecanoyl-sn-glycero-3-phosphocholine from NIST14","1-Pentadecanoyl-sn-glycero-3-phosphocholine"
"X11761","obese",812.052662090141,-0.473820858945874,0.207975516780122,-2.27825306690697,0.0227115041877416,0.0456535820220594,"Spectral Match to Monopalmitolein (9c) from NIST14","Monopalmitolein (9c)"
"X11771","obese",259.118038433394,0.161150053426959,0.392880170820261,0.410176092854236,0.681676776948663,0.766886374067246,"NCGC00380821-01!","NCGC00380821-01!"
"X11781","obese",584.316604435726,1.16493453195352,0.199173205398549,5.84885165463126,4.94978274960699e-09,2.77374618232694e-08,"NCGC00180662-03_C20H24O5_5-(3-Furyl)-3',6',7'-trimethyldihydro-8'H-spiro[furan-3,2'-[9]oxatricyclo[5.2.2.0~1,6~]undecane]-2,8'-dione","NCGC00180662-03_C20H24O5_5-(3-Furyl)-3',6',7'-trimethyldihydro-8'H-spiro[furan-3,2'-[9]oxatricyclo[5.2.2.0~1,6~]undecane]-2,8'-dione"
"X11791","obese",23528.9799477052,-3.20022408765062,0.406406365393471,-7.87444380835978,3.4226198533626e-15,2.74734620661808e-14,"Massbank:EA262112 Methylprednisolone|(6alpha,11beta)-11,17,21-trihydroxy-6-methylpregna-1,4-diene-3,20-dione|(6S,8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxy-1-oxoethyl)-6,10,13-trimethyl-7,8,9,11,12,14,15,","Massbank:EA262112 Methylprednisolone|(6alpha,11beta)-11,17,21-trihydroxy-6-methylpregna-1,4-diene-3,20-dione|(6S,8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxy-1-oxoethyl)-6,10,13-trimethyl-7,8,9,11,12,14,15,"
"X11801","obese",1980.07017205604,-0.385336458132767,0.306256357379743,-1.25821537691369,0.208313875347273,0.305150288424859,"Massbank:EA262112 Methylprednisolone|(6alpha,11beta)-11,17,21-trihydroxy-6-methylpregna-1,4-diene-3,20-dione|(6S,8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxy-1-oxoethyl)-6,10,13-trimethyl-7,8,9,11,12,14,15,","Massbank:EA262112 Methylprednisolone|(6alpha,11beta)-11,17,21-trihydroxy-6-methylpregna-1,4-diene-3,20-dione|(6S,8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxy-1-oxoethyl)-6,10,13-trimethyl-7,8,9,11,12,14,15,"
"X11811","obese",576.572080358748,-0.295178422496234,0.254965707686132,-1.15771813070487,0.246979082559544,0.34764354274969,"Spectral Match to Tauroursodeoxycholic acid from NIST14","Tauroursodeoxycholic acid"
"X11821","obese",7678.37553114595,-3.29646842657956,0.209094806196492,-15.7654247206972,5.38093762918709e-56,2.13085130115809e-54,"NCGC00385682-01_C30H48O4_(2alpha,3beta,5xi,9xi,18xi)-2,3-Dihydroxyolean-12-en-28-oic acid","NCGC00385682-01_C30H48O4_(2alpha,3beta,5xi,9xi,18xi)-2,3-Dihydroxyolean-12-en-28-oic acid"
"X11831","obese",815.077678768835,-0.230487941542961,0.1815764633369,-1.26937124618024,0.204308686517685,0.300394454929468,"Spectral Match to 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14","1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine"
"X11841","obese",1108.08134289041,-1.49907650649394,0.22619044329934,-6.62749709770037,3.41426347313172e-11,2.22865110224202e-10,"MLS001066334-01!D-erythro-Dihydrosphingosine764-22-7","MLS001066334-01!D-erythro-Dihydrosphingosine764-22-7"
"X11851","obese",1768.36425517651,-1.07884189696181,0.178365130885075,-6.04850225830815,1.46198573258746e-09,8.47238561128735e-09,"Spectral Match to Monopalmitolein (9c) from NIST14","Monopalmitolein (9c)"
"X11861","obese",311.726078370358,1.04308634644992,0.314005284760655,3.32187513100295,0.000894146990630841,0.00264240453947622,"Spectral Match to Hyodeoxycholic acid from NIST14","Hyodeoxycholic acid"
"X11871","obese",479.953653619628,-0.124982677413096,0.217286210795644,-0.575198384450825,0.565157135276174,0.659535045882215,"NCGC00180745-02_C28H36O5_2-Picenecarboxylic acid, 1,2,3,4,4a,5,6,6a,8,12b,13,14,14a,14b-tetradecahydro-10,11-dihydroxy-2,4a,6a,12b,14a-pentamethyl-8-oxo-, (2R,4aS,6aS,12bR,14aS,14bR)-","NCGC00180745-02_C28H36O5_2-Picenecarboxylic acid, 1,2,3,4,4a,5,6,6a,8,12b,13,14,14a,14b-tetradecahydro-10,11-dihydroxy-2,4a,6a,12b,14a-pentamethyl-8-oxo-, (2R,4aS,6aS,12bR,14aS,14bR)-"
"X11881","obese",927.084447177039,0.452224794674429,0.298621067481255,1.51437672662802,0.129930318572749,0.202834715459167,"Urobilinogen","Urobilinogen"
"X1192","NASH",3571547.48313485,1.11576703358389,0.35631147693557,3.13143725590867,0.00173952952099815,0.00338780503433738,"Spectral Match to Chenodeoxycholic acid from NIST14","Chenodeoxycholic acid"
"X2102","NASH",1307209.89123796,1.11475044910825,0.350719565729413,3.17846666692187,0.00148056240873801,0.00294131796250963,"Spectral Match to Hyodeoxycholic acid from NIST14","Hyodeoxycholic acid"
"X3102","NASH",1019097.45518694,0.750252112342819,0.293382375386392,2.55725011209252,0.0105503329515412,0.0177532514821967,"MLS001077317-01!17BETA-ESTRADIOL 17-HEMISUCCINATE","MLS001077317-01!17BETA-ESTRADIOL 17-HEMISUCCINATE"
"X4102","NASH",535450.133013897,0.901083046096495,0.310129392996135,2.90550675442661,0.00366658935347801,0.00670139715681827,"Spectral Match to 12-Ketodeoxycholic acid from NIST14","12-Ketodeoxycholic acid"
"X5102","NASH",393893.838651823,0.364899604976186,0.346398555255424,1.05340971964251,0.292153251419816,0.35670921139439,"Urobilinogen","Urobilinogen"
"X6102","NASH",141887.35261341,0.449670360315586,0.33941498934079,1.32483942794905,0.185224414493358,0.238403688426987,"Stercobilin","Stercobilin"
"X7102","NASH",923426.875284807,0.886187397536961,0.311799360914879,2.84217194973305,0.00448073177774428,0.00804095068271935,"Phytosphingosine","Phytosphingosine"
"X8102","NASH",145410.853415976,-0.0145865213829066,0.257664128980634,-0.0566106017186542,0.954855389140006,0.961328984998582,"NCGC00385811-01!6-[3-[(3,4-dimethoxyphenyl)methyl]-4-methoxy-2-(methoxymethyl)butyl]-4-methoxy-1,3-benzodioxole","NCGC00385811-01!6-[3-[(3,4-dimethoxyphenyl)methyl]-4-methoxy-2-(methoxymethyl)butyl]-4-methoxy-1,3-benzodioxole"
"X9102","NASH",317876.597959425,0.980273775339573,0.267503691984397,3.66452428401157,0.00024779872918899,0.000559667091780456,"Spectral Match to 3.beta.-Hydroxy-5-cholenoic acid from NIST14","3.beta.-Hydroxy-5-cholenoic acid"
"X10102","NASH",99152.0851424668,1.00126899749872,0.28181173991588,3.55297120623006,0.00038090615528698,0.000825760059271774,"NCGC00385811-01!6-[3-[(3,4-dimethoxyphenyl)methyl]-4-methoxy-2-(methoxymethyl)butyl]-4-methoxy-1,3-benzodioxole","NCGC00385811-01!6-[3-[(3,4-dimethoxyphenyl)methyl]-4-methoxy-2-(methoxymethyl)butyl]-4-methoxy-1,3-benzodioxole"
"X1193","NASH",259924.115280904,1.05048145519021,0.265747055257288,3.95293733047452,7.71976608763212e-05,0.000187932010493995,"NCGC00380950-01_C19H20O6_6a,7,8,12a-Tetrahydroxy-3-methyl-2,3,4,5,6,6a,7,12a-octahydro-1,12-tetraphenedione","NCGC00380950-01_C19H20O6_6a,7,8,12a-Tetrahydroxy-3-methyl-2,3,4,5,6,6a,7,12a-octahydro-1,12-tetraphenedione"
"X1212","NASH",90713.8774866793,-0.0859264546052399,0.232627244300608,-0.369373995137917,0.711848978509307,0.753722447833384,"NCGC00385123-01_C22H30O6_7b,9-Dihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-5-oxo-1,1a,1b,4,4a,5,7a,7b,8,9-decahydro-9aH-cyclopropa[3,4]benzo[1,2-e]azulen-9a-yl acetate","NCGC00385123-01_C22H30O6_7b,9-Dihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-5-oxo-1,1a,1b,4,4a,5,7a,7b,8,9-decahydro-9aH-cyclopropa[3,4]benzo[1,2-e]azulen-9a-yl acetate"
"X1312","NASH",448013.072681236,0.671864764207068,0.309687230928691,2.16949456453945,0.0300451565776492,0.0468724263867884,"Spectral Match to D-erythro-C18-Sphingosine from NIST14","D-erythro-C18-Sphingosine"
"X1412","NASH",344305.086180511,-0.512631576383149,0.303177862690622,-1.69086084265415,0.0908633835028947,0.12640011662932,"NCGC00180745-02_C28H36O5_2-Picenecarboxylic acid, 1,2,3,4,4a,5,6,6a,8,12b,13,14,14a,14b-tetradecahydro-10,11-dihydroxy-2,4a,6a,12b,14a-pentamethyl-8-oxo-, (2R,4aS,6aS,12bR,14aS,14bR)-","NCGC00180745-02_C28H36O5_2-Picenecarboxylic acid, 1,2,3,4,4a,5,6,6a,8,12b,13,14,14a,14b-tetradecahydro-10,11-dihydroxy-2,4a,6a,12b,14a-pentamethyl-8-oxo-, (2R,4aS,6aS,12bR,14aS,14bR)-"
"X1512","NASH",1505247.57842213,1.51395610554372,0.326752154464669,4.63334697218477,3.59800746503071e-06,1.11603991343511e-05,"Massbank:EA262112 Methylprednisolone|(6alpha,11beta)-11,17,21-trihydroxy-6-methylpregna-1,4-diene-3,20-dione|(6S,8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxy-1-oxoethyl)-6,10,13-trimethyl-7,8,9,11,12,14,15,","Massbank:EA262112 Methylprednisolone|(6alpha,11beta)-11,17,21-trihydroxy-6-methylpregna-1,4-diene-3,20-dione|(6S,8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxy-1-oxoethyl)-6,10,13-trimethyl-7,8,9,11,12,14,15,"
"X1612","NASH",78570.4891782843,0.859083702055534,0.214344404411398,4.00795954722788,6.12456074734102e-05,0.000152856684198343,"Spectral Match to 12-Ketodeoxycholic acid from NIST14","12-Ketodeoxycholic acid"
"X1712","NASH",141608.293171414,1.07542542534383,0.251837936674806,4.27030748243663,1.9520365814861e-05,5.2548580470003e-05,"Spectral Match to Ursodeoxycholic acid from NIST14","Ursodeoxycholic acid"
"X1812","NASH",248756.309700807,-0.904878929854408,0.166396162017977,-5.43809976672806,5.38518193228296e-08,2.32639859474624e-07,"Spectral Match to Oleanolic acid from NIST14","Oleanolic acid"
"X1912","NASH",105842.326376153,0.914953317899712,0.251929088809212,3.63178909678276,0.000281463111474737,0.00062971407990958,"NCGC00380950-01_C19H20O6_6a,7,8,12a-Tetrahydroxy-3-methyl-2,3,4,5,6,6a,7,12a-octahydro-1,12-tetraphenedione","NCGC00380950-01_C19H20O6_6a,7,8,12a-Tetrahydroxy-3-methyl-2,3,4,5,6,6a,7,12a-octahydro-1,12-tetraphenedione"
"X2012","NASH",91275.2970145905,1.00788303780552,0.226957659736644,4.44084169256524,8.9607698882345e-06,2.58383364738412e-05,"Massbank:EA262112 Methylprednisolone|(6alpha,11beta)-11,17,21-trihydroxy-6-methylpregna-1,4-diene-3,20-dione|(6S,8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxy-1-oxoethyl)-6,10,13-trimethyl-7,8,9,11,12,14,15,","Massbank:EA262112 Methylprednisolone|(6alpha,11beta)-11,17,21-trihydroxy-6-methylpregna-1,4-diene-3,20-dione|(6S,8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxy-1-oxoethyl)-6,10,13-trimethyl-7,8,9,11,12,14,15,"
"X2112","NASH",437714.294031919,0.331112838642135,0.257331782127526,1.28671567850894,0.198193406302747,0.252362022173272,"Spectral Match to 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14","1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine"
"X2212","NASH",173617.868863505,0.269670527784393,0.237340799895741,1.13621647817339,0.255865975790545,0.315320310414074,"Spectral Match to 1-(1Z-Hexadecenyl)-sn-glycero-3-phosphocholine from NIST14","1-(1Z-Hexadecenyl)-sn-glycero-3-phosphocholine"
"X2312","NASH",91132.445496495,2.48031047058455,0.331141139768587,7.49019125898364,6.87733213389334e-14,6.83545250021528e-13,"Tryptophan Conjugated Muricholic Acid","Tryptophan Conjugated Muricholic Acid"
"X2412","NASH",149083.816862156,0.346010527407115,0.297032454869825,1.16489131653561,0.244062988855655,0.301713663642578,"MLS001066334-01!D-erythro-Dihydrosphingosine764-22-7","MLS001066334-01!D-erythro-Dihydrosphingosine764-22-7"
"X2512","NASH",35171.3788758416,0.722617636830276,0.290490841745465,2.487574590952,0.0128617479073884,0.0214905154908262,"NCGC00180746-02_C30H48O6_Olean-12-en-28-oic acid, 2,3,19,24-tetrahydroxy-, (2alpha,3beta,5xi,9xi,19alpha)-","NCGC00180746-02_C30H48O6_Olean-12-en-28-oic acid, 2,3,19,24-tetrahydroxy-, (2alpha,3beta,5xi,9xi,19alpha)-"
"X2612","NASH",50784.0457727742,0.777262462280248,0.244510350000202,3.1788530108423,0.0014785905088727,0.00294131796250963,"MLS001077317-01!17BETA-ESTRADIOL 17-HEMISUCCINATE","MLS001077317-01!17BETA-ESTRADIOL 17-HEMISUCCINATE"
"X2712","NASH",967749.155452333,-0.115681226641512,0.323827600664192,-0.357230904358498,0.720918951872006,0.761499408473932,"LysoPhosphatidylcholine_16_0","LysoPhosphatidylcholine_16_0"
"X2812","NASH",15562.327749067,0.538217778874892,0.263526027186711,2.04237048089963,0.0411147955845308,0.0618283255119274,"PrednisoloneAcetate","PrednisoloneAcetate"
