sample_id	age	sex	cage	diet	name	title	number	strain	weight	age_bin	latitude	taxon_id	age_units	body_site	elevation	env_biome	longitude	phenotype	timepoint	host_taxid	life_stage	mice_group	antibiotics	description	env_feature	env_package	sample_type	weight_unit	body_habitat	body_product	env_material	geo_loc_name	qiita_empo_1	qiita_empo_2	qiita_empo_3	dna_extracted	immune_status	host_subject_id	scientific_name	stam_comparison	experiment_group	prepdescription_	mice_group_number	collection_timestamp	fig_7a_extended_data	fig_7l_extended_data	fig_7m_extended_data	fig_7n_extended_data	fig_7q_extended_data	host_scientific_name	fig_7k1_extended_data	fig_7k2_extended_data	physical_specimen_location	fig_7a_extended_data_groups	fig_7l_extended_data_groups	fig_7m_extended_data_groups	fig_7n_extended_data_groups	fig_7q_extended_data_groups	physical_specimen_remaining	fig_7k1_extended_data_groups	fig_7k2_extended_data_groups	qiita_study_id
10856.E18L.feces.51w.ANB.HFD.IgAkMup.2.5	51	male	Cage 170	HFD	10856.E18L.feces.51w.ANB.HFD.IgAkMup.2.5	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 441	C57Bl/6	32.1	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, obesity, HCC, no IgA, ABX	11 months	10090	adult	Group61-Antibiotic-IgAkMup-HFD (10-11M)	Yes (Ampicillin, Vancomycin, Neomycin sulfate and Metronidazole )	Antibiotic-IgAkMup-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	not yet	no IgA - some susceptibility	SS441	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_5_33657_E10	61	9/13/16	TRUE	FALSE	FALSE	FALSE	FALSE	Mus musculus	FALSE	FALSE	UCSD	HFD + ABX	not applicable	not applicable	not applicable	not applicable	FALSE	not applicable	not applicable	10856
10856.E5La.feces.27w.HFD.IgA.CLM.14	27	male	Cage 76	HFD	10856.E5La.feces.27w.HFD.IgA.CLM.14	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 143	C57Bl/6	30.9	2	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	obese no IgA	6 months	10090	adult	Group13-IgAk-HFD (6M)	No	IgAk-HFD (6M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	no IgA - some susceptibility	SS143	mouse gut metagenome	not applicable	B	Karin_Rapid_Response_Plate_2_33657_G7	13	11/18/15	TRUE	FALSE	FALSE	FALSE	FALSE	Mus musculus	TRUE	FALSE	UCSD	HFD	not applicable	not applicable	not applicable	not applicable	FALSE	HFD	not applicable	10856
10856.E18L.feces.25w.NC.IgAkMup.2.25	25	male	Cage 79	NC	10856.E18L.feces.25w.NC.IgAkMup.2.25	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 151	C57Bl/6	28.2	2	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	no IgA	6 months	10090	adult	Group14-IgAk-NC (6M)	No	IgAk-NC (6M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	no IgA - some susceptibility	SS151	mouse gut metagenome	not applicable	A	Karin_Rapid_Response_Plate_2_33657_G8	14	9/13/16	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	FALSE	FALSE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	not applicable	not applicable	10856
10856.E14L.feces.39w.HFD.MupHe.3.3	39	male	Cage 10	HFD	10856.E14L.feces.39w.HFD.MupHe.3.3	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 24	C57Bl/6	48.3	3	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, obesity, HCC	11 months	10090	adult	Group 3-MupHe-HFD (10-11M)	No	MupHe-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	normal	SS24	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_1_33657_H4	3	12/16/15	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	FALSE	FALSE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	not applicable	not applicable	10856
10856.E24Lb.feces.50w.HFD.CD4HeMup.1.1	50	male	Cage 19	HFD	10856.E24Lb.feces.50w.HFD.CD4HeMup.1.1	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 41	C57Bl/6	50.2	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, obesity, HCC	11 months	10090	adult	Group 3-MupHe-HFD (10-11M)	No	MupHe-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	normal	SS41	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_1_33657_A7	3	5/16/16	TRUE	TRUE	TRUE	TRUE	FALSE	Mus musculus	TRUE	TRUE	UCSD	HFD	MUP	MUP	MUP	not applicable	FALSE	HFD	HFD MUP	10856
10856.E19L.feces.47w.HFD.CD8HeMup.1.3	47	male	Cage 96	HFD	10856.E19L.feces.47w.HFD.CD8HeMup.1.3	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 47	C57Bl/6	47.3	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, obesity, HCC	11 months	10090	adult	Group 3-MupHe-HFD (10-11M)	No	MupHe-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	normal	SS47	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_1_33657_G7	3	3/21/16	TRUE	TRUE	TRUE	TRUE	FALSE	Mus musculus	TRUE	TRUE	UCSD	HFD	MUP	MUP	MUP	not applicable	FALSE	HFD	HFD MUP	10856
10856.E24L.feces.50w.HFD.IgAkCLM.3.4	50	male	Cage 64	HFD	10856.E24L.feces.50w.HFD.IgAkCLM.3.4	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 168	C57Bl/6	51.7	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	obese no IgA	11 months	10090	adult	Group15-IgAk-HFD (10-11M)	No	IgAk-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	no IgA - some susceptibility	SS168	mouse gut metagenome	not applicable	B	Karin_Rapid_Response_Plate_2_33657_H10	15	5/16/16	TRUE	FALSE	FALSE	FALSE	FALSE	Mus musculus	TRUE	FALSE	UCSD	HFD	not applicable	not applicable	not applicable	not applicable	FALSE	HFD	not applicable	10856
10856.E22L.feces.27w.HFD.MupHe.3.3	27	male	Cage 1	HFD	10856.E22L.feces.27w.HFD.MupHe.3.3	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 3	C57Bl/6	46.6	2	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, obesity	6 months	10090	adult	Group1-MupHe-HFD (6M)	No	MupHe-HFD (6M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	normal	SS3	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_1_33657_C2	1	5/5/16	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	FALSE	FALSE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	not applicable	not applicable	10856
10856.E4L.HFD.feces.ox.MupHe.6	39	male	Cage 8	HFD	10856.E4L.HFD.feces.ox.MupHe.6	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 400	C57Bl/6	22	3	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	HCC	11 months	10090	adult	Group50-MupHe-HFD-Oxali (10-11M)	No	MupHe-HFD-Oxali (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	normal	SS400	mouse gut metagenome	not applicable	Not applicable	Karin_Rapid_Response_Plate_5_33657_D5	50	10/22/15	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	FALSE	FALSE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	not applicable	not applicable	10856
10856.E4L.HFD.feces.ox.MupHe.4	40	male	Cage 155	HFD	10856.E4L.HFD.feces.ox.MupHe.4	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 399	C57Bl/6	27	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	HCC	11 months	10090	adult	Group50-MupHe-HFD-Oxali (10-11M)	No	MupHe-HFD-Oxali (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	normal	SS399	mouse gut metagenome	not applicable	Not applicable	Karin_Rapid_Response_Plate_5_33657_C5	50	10/22/15	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	FALSE	FALSE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	not applicable	not applicable	10856
10856.E4L.HFD.feces.ox.MupHe.9	37	male	Cage 9	HFD	10856.E4L.HFD.feces.ox.MupHe.9	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 401	C57Bl/6	33	3	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	HCC	11 months	10090	adult	Group50-MupHe-HFD-Oxali (10-11M)	No	MupHe-HFD-Oxali (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	normal	SS401	mouse gut metagenome	not applicable	Not applicable	Karin_Rapid_Response_Plate_5_33657_E5	50	10/22/15	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	FALSE	FALSE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	not applicable	not applicable	10856
10856.E20L.feces.47w.NC.IgAkMup.2.16	47	male	Cage 74	NC	10856.E20L.feces.47w.NC.IgAkMup.2.16	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 141	C57Bl/6	26.4	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, adenomas, no IgA	11 months	10090	adult	Group12-IgAkMup-NC (10-11M)	No	IgAkMup-NC (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	no IgA - some susceptibility	SS141	mouse gut metagenome	not applicable	C	Karin_Rapid_Response_Plate_2_33657_E7	12	4/1/16	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	TRUE	TRUE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	NC	NC MUP/IgA-/-	10856
10856.E45L.feces.21w.STAM.FVB.IgAk.1.9	21	male	Cage 143	HFD	10856.E45L.feces.21w.STAM.FVB.IgAk.1.9	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 348	FVB	43.7	2	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	FVB, T1d, NASH driven HCC, no IgA	5 months	10090	adult	Group41-STAM-FVB-IgAk (5M)	No	STAM-FVB-IgAk	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	no IgA - some susceptibility	SS348	mouse gut metagenome	not applicable	G	Karin_Rapid_Response_Plate_4_33657_D10	41	11/29/16	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	FALSE	FALSE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	not applicable	not applicable	10856
10856.FVB.JH.Feces.11w.NC.2.23	11	male	Cage 149	NC	10856.FVB.JH.Feces.11w.NC.2.23	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 372	FVB	30	1	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	no B cell	2-3 months	10090	adult	Group44-NC-JH (2-3M)	No	NC-JH	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	no B cells	SS372	mouse gut metagenome	not applicable	F	Karin_Rapid_Response_Plate_5_33657_D1	44	12/30/16	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	FALSE	FALSE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	not applicable	not applicable	10856
10856.E24L.feces.48w.HFD.IgAkMup.8.16	48	male	Cage 68	HFD	10856.E24L.feces.48w.HFD.IgAkMup.8.16	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 131	C57Bl/6	50.9	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, HCC, no IgA	11 months	10090	adult	Group11-IgAkMup-HFD (10-11M)	No	IgAkMup-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	no IgA - some susceptibility	SS131	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_2_33657_C6	11	5/16/16	TRUE	TRUE	TRUE	FALSE	FALSE	Mus musculus	TRUE	TRUE	UCSD	HFD	MUP/IgA-/-	MUP/IgA-/-	not applicable	not applicable	FALSE	HFD	HFD MUP/IgA-/-	10856
10856.E41L.feces.19w.STAM.B6.TGFbff.WT.1.14.FVB	19	male	Cage 146	HFD	10856.E41L.feces.19w.STAM.B6.TGFbff.WT.1.14.FVB	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 368	FVB	27.4	1	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	FVB, T1d, NASH driven HCC, TGFbRflox/flox	5 months	10090	adult	Group43-STAM-FVB-TGFbRff (5M)	No	STAM-FVB-TGFbRff	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	normal	SS368	mouse gut metagenome	not applicable	G	Karin_Rapid_Response_Plate_4_33657_H12	43	11/16/16	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	FALSE	FALSE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	not applicable	not applicable	10856
10856.E42L.feces.47w.ANB.HFD.CD8kMup.1.1	47	male	Cage 172	HFD	10856.E42L.feces.47w.ANB.HFD.CD8kMup.1.1	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 445	C57Bl/6	28.1	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, obesity, HCC,CD8KO, ABX	11 months	10090	adult	Group62-Antibiotic-CD8kMup-HFD (10-11M)	Yes (Ampicillin, Vancomycin, Neomycin sulfate and Metronidazole )	Antibiotic-CD8kMup-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	not yet	CD8KO - some susceptibility	SS445	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_5_33657_A11	62	11/7/16	TRUE	FALSE	FALSE	FALSE	FALSE	Mus musculus	FALSE	FALSE	UCSD	HFD + ABX	not applicable	not applicable	not applicable	not applicable	FALSE	not applicable	not applicable	10856
10856.E15L.feces.45w.HFD.IgAMup.2.8	45	male	Cage 55	HFD	10856.E15L.feces.45w.HFD.IgAMup.2.8	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 109	C57Bl/6	64.4	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, HCC, no IgA	11 months	10090	adult	Group11-IgAkMup-HFD (10-11M)	No	IgAkMup-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	no IgA - some susceptibility	SS109	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_2_33657_E3	11	1/5/16	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	FALSE	FALSE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	not applicable	not applicable	10856
10856.E24L.feces.50w.HFD.IgAkCLM.1.1	50	male	Cage 64	HFD	10856.E24L.feces.50w.HFD.IgAkCLM.1.1	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 166	C57Bl/6	54.1	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	obese no IgA	11 months	10090	adult	Group15-IgAk-HFD (10-11M)	No	IgAk-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	no IgA - some susceptibility	SS166	mouse gut metagenome	not applicable	B	Karin_Rapid_Response_Plate_2_33657_F10	15	5/16/16	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	FALSE	FALSE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	not applicable	not applicable	10856
10856.E19L.feces.47w.HFD.CD8kMup.2.2	47	male	Cage 96	HFD	10856.E19L.feces.47w.HFD.CD8kMup.2.2	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 203	C57Bl/6	47.4	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, HCC, CD8KO	11 months	10090	adult	Group19-CD8kMup-HFD (10-11M)	No	CD8kMup-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	CD8KO - some susceptibility	SS203	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_3_33657_G3	19	3/21/16	TRUE	TRUE	FALSE	TRUE	FALSE	Mus musculus	TRUE	TRUE	UCSD	HFD	MUP/CD8a-/-	not applicable	MUP/CD8a-/-	not applicable	FALSE	HFD	HFD MUP/CD8a-/-	10856
10856.BLANK5.3A	Not applicable	Not applicable	Not applicable	Not applicable	10856.BLANK5.3A	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	Not applicable	Not applicable	Not applicable	Not applicable	32.5	256318	Not applicable	Not applicable	193	urban biome	-117.25	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	BLANK5.3A	research facility	misc environment	control blank	Not applicable	Not applicable	Not applicable	sterile water	USA:CA:San Diego	Control	Negative	Sterile water blank	TRUE	Not applicable	BLANK5.3A	metagenome	not applicable	Not applicable	Karin_Rapid_Response_Plate_5_33657_A3	Not applicable	2/3/17	FALSE	FALSE	FALSE	FALSE	FALSE	Not applicable	FALSE	FALSE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	not applicable	not applicable	10856
10856.E42L.feces.47w.ANB.HFD.CD8kMup.3.3	47	male	Cage 172	HFD	10856.E42L.feces.47w.ANB.HFD.CD8kMup.3.3	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 447	C57Bl/6	29.9	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, obesity, HCC,CD8KO, ABX	11 months	10090	adult	Group62-Antibiotic-CD8kMup-HFD (10-11M)	Yes (Ampicillin, Vancomycin, Neomycin sulfate and Metronidazole )	Antibiotic-CD8kMup-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	not yet	CD8KO - some susceptibility	SS447	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_5_33657_C11	62	11/7/16	TRUE	FALSE	FALSE	FALSE	FALSE	Mus musculus	FALSE	FALSE	UCSD	HFD + ABX	not applicable	not applicable	not applicable	not applicable	FALSE	not applicable	not applicable	10856
10856.E32L.feces.30w.HFD.CD8kCLM.1.2	30	male	Cage 89	HFD	10856.E32L.feces.30w.HFD.CD8kCLM.1.2	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 239	C57Bl/6	40	3	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	obese, CD8KO	6 months	10090	adult	Group21-CD8k-HFD (6M)	No	CD8k-HFD (6M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	CD8KO - some susceptibility	SS239	mouse gut metagenome	not applicable	B	Karin_Rapid_Response_Plate_3_33657_C8	21	8/10/16	TRUE	FALSE	FALSE	FALSE	FALSE	Mus musculus	TRUE	FALSE	UCSD	HFD	not applicable	not applicable	not applicable	not applicable	FALSE	HFD	not applicable	10856
10856.E22L.feces.26w.HFD.IgAkMup.6.12	26	male	Cage 48	HFD	10856.E22L.feces.26w.HFD.IgAkMup.6.12	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 98	C57Bl/6	31.1	2	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, obesity, no IgA	6 months	10090	adult	Group9-IgAkMup-HFD (6M)	No	IgAkMup-HFD (6M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	no IgA - some susceptibility	SS98	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_2_33657_B2	9	5/5/16	TRUE	FALSE	TRUE	FALSE	FALSE	Mus musculus	TRUE	TRUE	UCSD	HFD	not applicable	MUP/IgA-/-	not applicable	not applicable	FALSE	HFD	HFD MUP/IgA-/-	10856
10856.E27L.feces.47w.HFD.CD8kCLM.1.17	47	male	Cage 104	HFD	10856.E27L.feces.47w.HFD.CD8kCLM.1.17	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 253	C57Bl/6	49.9	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	obese, CD8KO	11 months	10090	adult	Group23-CD8k-HFD (10-11M)	No	CD8k-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	CD8KO - some susceptibility	SS253	mouse gut metagenome	not applicable	B	Karin_Rapid_Response_Plate_3_33657_A10	23	6/30/16	TRUE	FALSE	FALSE	FALSE	FALSE	Mus musculus	TRUE	FALSE	UCSD	HFD	not applicable	not applicable	not applicable	not applicable	FALSE	HFD	not applicable	10856
10856.E23La.feces.51w.LALAPG.HFD.MupHe.3.11	51	male	Cage 154	HFD	10856.E23La.feces.51w.LALAPG.HFD.MupHe.3.11	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 397	C57Bl/6	56.3	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	HCC	11 months	10090	adult	Group49-MupHe-HFD-LALAPG (10-11M)	No	MupHe-HFD-LALAPG (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	normal	SS397	mouse gut metagenome	not applicable	Not applicable	Karin_Rapid_Response_Plate_5_33657_A5	49	6/22/16	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	FALSE	FALSE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	not applicable	not applicable	10856
